occurrence_id,dataset_id,last_interpreted,accepted_scientific_name,species_id,species,kingdom,class,order,family,genus,taxon_rank,taxonomic_status,event_date,year,month,day,latitude,longitude,location_uncertainty_m,country_code,record_type,occurrence_status,issues,media_url
1344132279,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:54.819+00:00,"Sturnus vulgaris Linnaeus, 1758",9809229,Sturnus vulgaris,Animalia,Aves,Passeriformes,Sturnidae,Sturnus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.135387,8.195087,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135010,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:50.853+00:00,"Bucephala clangula (Linnaeus, 1758)",2498326,Bucephala clangula,Animalia,Aves,Anseriformes,Anatidae,Bucephala,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135011,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:03.221+00:00,"Fringilla coelebs Linnaeus, 1758",2494422,Fringilla coelebs,Animalia,Aves,Passeriformes,Fringillidae,Fringilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135012,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:48.439+00:00,"Aythya ferina (Linnaeus, 1758)",2498255,Aythya ferina,Animalia,Aves,Anseriformes,Anatidae,Aythya,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135014,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:59.054+00:00,"Turdus merula Linnaeus, 1758",2490719,Turdus merula,Animalia,Aves,Passeriformes,Turdidae,Turdus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135015,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:29.769+00:00,"Cyanistes caeruleus (Linnaeus, 1758)",2487879,Cyanistes caeruleus,Animalia,Aves,Passeriformes,Paridae,Cyanistes,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135020,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:11.753+00:00,"Chroicocephalus ridibundus (Linnaeus, 1766)",6065824,Chroicocephalus ridibundus,Animalia,Aves,Charadriiformes,Laridae,Chroicocephalus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135021,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:33.705+00:00,"Corvus corone Linnaeus, 1758",9409796,Corvus corone,Animalia,Aves,Passeriformes,Corvidae,Corvus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135024,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:58:52.979+00:00,"Fringilla montifringilla Linnaeus, 1758",2494441,Fringilla montifringilla,Animalia,Aves,Passeriformes,Fringillidae,Fringilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135025,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:15.178+00:00,"Chloris chloris (Linnaeus, 1758)",5845582,Chloris chloris,Animalia,Aves,Passeriformes,Fringillidae,Chloris,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135027,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:48.667+00:00,"Carduelis carduelis (Linnaeus, 1758)",2494686,Carduelis carduelis,Animalia,Aves,Passeriformes,Fringillidae,Carduelis,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135028,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:59.617+00:00,"Fulica atra Linnaeus, 1758",2474377,Fulica atra,Animalia,Aves,Gruiformes,Rallidae,Fulica,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135029,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:52.848+00:00,"Pica pica (Linnaeus, 1758)",5229490,Pica pica,Animalia,Aves,Passeriformes,Corvidae,Pica,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135718,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:36.565+00:00,"Passer montanus (Linnaeus, 1758)",5231198,Passer montanus,Animalia,Aves,Passeriformes,Passeridae,Passer,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135723,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:35.758+00:00,"Turdus pilaris Linnaeus, 1758",2490737,Turdus pilaris,Animalia,Aves,Passeriformes,Turdidae,Turdus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135726,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:22.060+00:00,"Erithacus rubecula (Linnaeus, 1758)",2492462,Erithacus rubecula,Animalia,Aves,Passeriformes,Muscicapidae,Erithacus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135732,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:50.837+00:00,"Sturnus vulgaris Linnaeus, 1758",9809229,Sturnus vulgaris,Animalia,Aves,Passeriformes,Sturnidae,Sturnus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135736,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:24.285+00:00,"Anas platyrhynchos Linnaeus, 1758",9761484,Anas platyrhynchos,Animalia,Aves,Anseriformes,Anatidae,Anas,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135737,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:10.201+00:00,"Podiceps cristatus (Linnaeus, 1758)",2482054,Podiceps cristatus,Animalia,Aves,Podicipediformes,Podicipedidae,Podiceps,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135738,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:32.130+00:00,"Tachybaptus ruficollis (Pallas, 1764)",2482048,Tachybaptus ruficollis,Animalia,Aves,Podicipediformes,Podicipedidae,Tachybaptus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135739,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:07.487+00:00,"Parus major Linnaeus, 1758",9705453,Parus major,Animalia,Aves,Passeriformes,Paridae,Parus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135740,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:08.007+00:00,"Mareca strepera (Linnaeus, 1758)",9362027,Mareca strepera,Animalia,Aves,Anseriformes,Anatidae,Mareca,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135741,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:52.111+00:00,"Phalacrocorax carbo (Linnaeus, 1758)",2481890,Phalacrocorax carbo,Animalia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135742,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:31.100+00:00,"Motacilla cinerea Tunstall, 1771",2490310,Motacilla cinerea,Animalia,Aves,Passeriformes,Motacillidae,Motacilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135744,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:33.409+00:00,"Ardea cinerea Linnaeus, 1758",9797180,Ardea cinerea,Animalia,Aves,Pelecaniformes,Ardeidae,Ardea,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135745,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:30.911+00:00,"Larus michahellis J.F.Naumann, 1840",9413670,Larus michahellis,Animalia,Aves,Charadriiformes,Laridae,Larus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135747,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:07.391+00:00,"Poecile palustris (Linnaeus, 1758)",2487843,Poecile palustris,Animalia,Aves,Passeriformes,Paridae,Poecile,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135748,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:42.267+00:00,"Cygnus olor (J.F.Gmelin, 1789)",2498343,Cygnus olor,Animalia,Aves,Anseriformes,Anatidae,Cygnus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135749,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:14.133+00:00,"Troglodytes troglodytes (Linnaeus, 1758)",5231438,Troglodytes troglodytes,Animalia,Aves,Passeriformes,Troglodytidae,Troglodytes,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135750,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:42.300+00:00,"Larus canus Linnaeus, 1758",7982160,Larus canus,Animalia,Aves,Charadriiformes,Laridae,Larus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135752,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:51.500+00:00,"Rallus aquaticus Linnaeus, 1758",2474831,Rallus aquaticus,Animalia,Aves,Gruiformes,Rallidae,Rallus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.120045,8.184954,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135784,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:16.190+00:00,"Dryocopus martius (Linnaeus, 1758)",2477872,Dryocopus martius,Animalia,Aves,Piciformes,Picidae,Dryocopus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135785,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:36.141+00:00,"Fringilla coelebs Linnaeus, 1758",2494422,Fringilla coelebs,Animalia,Aves,Passeriformes,Fringillidae,Fringilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135788,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:40.647+00:00,"Cyanistes caeruleus (Linnaeus, 1758)",2487879,Cyanistes caeruleus,Animalia,Aves,Passeriformes,Paridae,Cyanistes,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135789,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:30.200+00:00,"Fringilla montifringilla Linnaeus, 1758",2494441,Fringilla montifringilla,Animalia,Aves,Passeriformes,Fringillidae,Fringilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135790,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:17.602+00:00,"Turdus merula Linnaeus, 1758",2490719,Turdus merula,Animalia,Aves,Passeriformes,Turdidae,Turdus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135799,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:58.696+00:00,"Pyrrhula pyrrhula (Linnaeus, 1758)",2494543,Pyrrhula pyrrhula,Animalia,Aves,Passeriformes,Fringillidae,Pyrrhula,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135800,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:16.587+00:00,"Spinus spinus (Linnaeus, 1758)",6092830,Spinus spinus,Animalia,Aves,Passeriformes,Fringillidae,Spinus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135805,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:57.911+00:00,"Regulus regulus (Linnaeus, 1758)",2484596,Regulus regulus,Animalia,Aves,Passeriformes,Regulidae,Regulus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135810,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:46.955+00:00,"Parus major Linnaeus, 1758",9705453,Parus major,Animalia,Aves,Passeriformes,Paridae,Parus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344135811,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:12.783+00:00,"Loxia curvirostra Linnaeus, 1758",9629160,Loxia curvirostra,Animalia,Aves,Passeriformes,Fringillidae,Loxia,SPECIES,ACCEPTED,2015-01-01,2015,1,1,46.760902,7.426272,,CH,HUMAN_OBSERVATION,PRESENT,"['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203926,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:36.505+00:00,"Corvus corone Linnaeus, 1758",9409796,Corvus corone,Animalia,Aves,Passeriformes,Corvidae,Corvus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203930,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:31.896+00:00,"Cyanistes caeruleus (Linnaeus, 1758)",2487879,Cyanistes caeruleus,Animalia,Aves,Passeriformes,Paridae,Cyanistes,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203932,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:04:18.106+00:00,"Larus cachinnans Pallas, 1811",2481181,Larus cachinnans,Animalia,Aves,Charadriiformes,Laridae,Larus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203938,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:29.793+00:00,"Sturnus vulgaris Linnaeus, 1758",9809229,Sturnus vulgaris,Animalia,Aves,Passeriformes,Sturnidae,Sturnus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203939,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:23.331+00:00,"Erithacus rubecula (Linnaeus, 1758)",2492462,Erithacus rubecula,Animalia,Aves,Passeriformes,Muscicapidae,Erithacus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203940,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:56.546+00:00,"Streptopelia decaocto (Frivaldszky, 1838)",2495696,Streptopelia decaocto,Animalia,Aves,Columbiformes,Columbidae,Streptopelia,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203941,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T17:59:35.894+00:00,"Fulica atra Linnaeus, 1758",2474377,Fulica atra,Animalia,Aves,Gruiformes,Rallidae,Fulica,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203942,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:58.678+00:00,"Fringilla coelebs Linnaeus, 1758",2494422,Fringilla coelebs,Animalia,Aves,Passeriformes,Fringillidae,Fringilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203943,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:02:12.161+00:00,"Podiceps nigricollis C.L.Brehm, 1831",2482065,Podiceps nigricollis,Animalia,Aves,Podicipediformes,Podicipedidae,Podiceps,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203945,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:10.722+00:00,"Chroicocephalus ridibundus (Linnaeus, 1766)",6065824,Chroicocephalus ridibundus,Animalia,Aves,Charadriiformes,Laridae,Chroicocephalus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203948,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:07.528+00:00,"Buteo buteo (Linnaeus, 1758)",2480537,Buteo buteo,Animalia,Aves,Accipitriformes,Accipitridae,Buteo,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203951,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:01:03.855+00:00,"Mergus merganser Linnaeus, 1758",9537647,Mergus merganser,Animalia,Aves,Anseriformes,Anatidae,Mergus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203952,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:19.877+00:00,"Turdus merula Linnaeus, 1758",2490719,Turdus merula,Animalia,Aves,Passeriformes,Turdidae,Turdus,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203954,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:34.146+00:00,"Alcedo atthis (Linnaeus, 1758)",2475532,Alcedo atthis,Animalia,Aves,Coraciiformes,Alcedinidae,Alcedo,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344203955,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:11.736+00:00,"Aythya ferina (Linnaeus, 1758)",2498255,Aythya ferina,Animalia,Aves,Anseriformes,Anatidae,Aythya,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344204945,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:05:19.777+00:00,"Mareca strepera (Linnaeus, 1758)",9362027,Mareca strepera,Animalia,Aves,Anseriformes,Anatidae,Mareca,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344204946,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:03:36.707+00:00,"Anas platyrhynchos Linnaeus, 1758",9761484,Anas platyrhynchos,Animalia,Aves,Anseriformes,Anatidae,Anas,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
1344204947,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,2026-07-18T18:00:35.096+00:00,"Motacilla cinerea Tunstall, 1771",2490310,Motacilla cinerea,Animalia,Aves,Passeriformes,Motacillidae,Motacilla,SPECIES,ACCEPTED,2015-01-01,2015,1,1,47.67452,9.103804,,CH,HUMAN_OBSERVATION,PRESENT,"['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_CONCEPT_ID_NOT_FOUND']",
